STUDENT ID,Student_Age,Sex,Graduated High-School Type,Scholarship Type,Additional Work,Sports Activity,Transportation,Weekly Study Hours,Attendance,Reading,Notes,Listening in Class,Project Work,Grade
S05038,22,Male,Specialized,Merit-based,Yes,No,Car,22,97.82,17,6,32,No,5
S05039,19,Male,Public,Athletic,Yes,Yes,Bus,37,92.87,43,34,35,No,80
S05040,19,Female,Public,Need-based,No,No,Other,1,71.86,31,68,24,Yes,11
S05041,22,Male,Specialized,Need-based,No,No,Bus,11,67.06,57,90,57,Yes,33
S05042,18,Female,Specialized,Need-based,Yes,Yes,Bus,20,73.13,55,29,89,Yes,35
S05043,18,Male,Public,Merit-based,Yes,Yes,Walk,11,81.88,99,43,65,Yes,63
S05044,24,Female,Private,None,No,Yes,Bus,30,71.58,73,98,97,Yes,65
S05045,22,Male,Public,Merit-based,Yes,No,Other,8,71.08,8,79,30,Yes,19
S05046,21,Female,Specialized,Merit-based,No,Yes,Car,14,71.55,62,5,43,No,83
S05047,24,Female,Private,Merit-based,Yes,No,Car,31,87.23,88,79,62,Yes,55
S05048,20,Female,Specialized,Athletic,No,No,Walk,8,89.34,3,55,44,No,46
S05049,18,Female,Private,None,Yes,No,Other,23,93.53,37,7,82,No,38
S05050,17,Male,Specialized,Athletic,Yes,No,Car,7,62.15,99,83,81,No,54
S05051,24,Male,Private,Merit-based,Yes,No,Bus,27,57.88,41,94,49,No,56
S05052,19,Female,Public,Need-based,Yes,No,Bike,17,67.26,6,19,66,Yes,50
S05053,24,Male,Public,Merit-based,Yes,Yes,Bike,36,71.02,41,72,70,No,63
S05054,22,Female,Private,None,Yes,Yes,Bike,35,85.09,59,29,86,No,95
S05055,17,Female,Private,Need-based,Yes,No,Bike,36,87.9,89,61,0,No,2
S05056,22,Male,Public,None,No,No,Bus,31,99.21,19,76,70,Yes,89
S05057,23,Male,Public,Merit-based,No,Yes,Car,20,68.91,62,25,85,Yes,40
S05058,19,Female,Private,None,Yes,Yes,Walk,38,70.13,20,65,66,No,75
S05059,19,Male,Private,Athletic,No,Yes,Bus,28,77.1,4,60,82,Yes,49
S05060,18,Female,Public,Need-based,No,Yes,Car,17,91.02,29,60,93,No,2
S05061,24,Male,Specialized,None,Yes,No,Other,22,83.05,62,44,8,Yes,27
S05062,18,Male,Public,Need-based,No,Yes,Car,32,78.63,58,45,98,No,72
S05063,17,Male,Private,Need-based,Yes,No,Car,8,82.41,37,23,34,Yes,89
S05064,24,Male,Private,Merit-based,No,No,Car,37,73.22,35,76,12,Yes,5
S05065,23,Male,Specialized,Merit-based,No,Yes,Bus,3,87.95,37,15,25,No,4
S05066,22,Female,Public,Need-based,No,Yes,Car,15,53.76,22,81,44,No,72
S05067,23,Male,Private,None,Yes,No,Car,2,75.45,22,15,50,No,54
S05068,19,Male,Public,Need-based,No,No,Other,7,90.33,57,65,91,No,97
S05069,17,Female,Private,Merit-based,Yes,No,Other,15,65.13,47,0,24,Yes,91
S05070,20,Female,Specialized,None,Yes,No,Bike,1,92.17,5,73,55,No,25
S05071,17,Female,Public,Need-based,No,Yes,Bus,18,89.14,45,24,38,No,56
S05072,21,Male,Public,Merit-based,Yes,Yes,Car,23,79.03,86,13,2,No,53
S05073,17,Male,Specialized,Need-based,Yes,Yes,Bike,15,62.61,14,80,74,Yes,61
S05074,23,Female,Private,Need-based,No,Yes,Bike,39,93.05,0,81,93,No,98
S05075,21,Female,Private,Need-based,Yes,Yes,Bus,1,51.5,99,6,52,No,64
S05076,21,Female,Public,None,No,No,Bike,31,79.63,91,20,32,No,67
S05077,24,Female,Specialized,Merit-based,No,No,Bike,0,89.13,73,92,61,Yes,76
S05078,24,Male,Public,Merit-based,Yes,Yes,Bus,17,74.27,32,90,97,No,52
S05079,21,Male,Public,Athletic,No,Yes,Walk,38,55.14,23,48,66,Yes,20
S05080,20,Male,Private,Need-based,No,No,Bike,31,91.7,69,3,68,Yes,81
S05081,24,Male,Private,Need-based,Yes,No,Other,8,95.45,13,11,94,No,83
S05082,17,Male,Private,Athletic,Yes,Yes,Bike,2,78.17,95,21,3,No,3
S05083,23,Female,Private,Need-based,Yes,Yes,Bus,23,89.36,82,33,71,No,95
S05084,17,Male,Private,None,Yes,No,Bus,10,80.54,69,25,58,No,26
S05085,20,Female,Specialized,Athletic,No,Yes,Walk,27,78.66,83,27,16,Yes,88
S05086,19,Female,Public,Merit-based,No,Yes,Walk,15,56.54,88,18,21,Yes,70
S05087,18,Female,Specialized,Need-based,No,No,Other,28,71.84,83,30,37,Yes,44
S05088,23,Male,Public,Merit-based,No,No,Other,11,83.94,37,13,87,Yes,93
S05089,24,Female,Private,Need-based,No,No,Bike,3,72.72,10,86,30,No,86
S05090,23,Male,Specialized,Athletic,Yes,Yes,Walk,25,80.89,62,80,48,No,28
S05091,17,Female,Public,Merit-based,No,No,Other,3,94.74,31,22,51,Yes,56
S05092,18,Male,Private,Need-based,No,Yes,Bike,10,68.31,28,80,88,No,20
S05093,22,Female,Private,None,No,No,Car,1,91.42,29,7,37,No,96
S05094,22,Male,Specialized,Athletic,No,Yes,Bike,30,51.45,28,37,95,Yes,81
S05095,24,Female,Specialized,Need-based,Yes,Yes,Other,2,92.63,85,9,48,No,26
S05096,20,Female,Specialized,Need-based,Yes,No,Bike,24,55.33,10,29,89,Yes,77
S05097,22,Female,Private,Need-based,Yes,Yes,Car,33,66.07,48,6,99,No,39
S05098,23,Female,Public,Athletic,No,Yes,Other,0,75.67,83,1,26,No,30
S05099,22,Male,Public,Need-based,No,No,Bike,4,82.5,77,21,22,No,7
S05100,19,Male,Specialized,Need-based,No,Yes,Other,38,97.66,90,4,83,No,66
S05101,19,Male,Public,Merit-based,Yes,No,Bike,30,65.35,63,66,26,Yes,34
S05102,24,Female,Private,Merit-based,No,Yes,Bus,35,54.27,37,72,80,Yes,74
S05103,19,Female,Public,Athletic,Yes,No,Other,2,72.94,59,68,13,No,99
S05104,22,Female,Private,Athletic,No,No,Other,37,67.26,67,55,2,Yes,97
S05105,20,Female,Specialized,None,Yes,Yes,Other,11,80.01,6,19,26,Yes,86
S05106,21,Female,Public,Need-based,Yes,No,Other,15,96.14,93,92,61,No,68
S05107,21,Female,Private,Merit-based,No,No,Bike,7,82.17,73,69,13,No,29
S05108,24,Male,Specialized,Merit-based,No,Yes,Walk,10,78.9,6,67,91,No,36
S05109,18,Male,Specialized,Need-based,Yes,No,Bike,13,62.3,4,99,43,No,15
S05110,21,Male,Specialized,Need-based,Yes,No,Car,26,63.24,67,56,24,No,13
S05111,21,Male,Specialized,Athletic,Yes,No,Bus,17,71.8,46,20,60,Yes,70
S05112,19,Male,Public,None,Yes,No,Bike,7,94.56,35,16,74,No,96
S05113,19,Male,Private,None,Yes,Yes,Bike,32,78.97,14,78,51,No,1
S05114,22,Male,Public,Athletic,No,No,Other,3,74.73,38,26,11,No,45
S05115,24,Male,Private,Athletic,Yes,No,Car,29,77.13,37,38,96,No,4
S05116,18,Female,Specialized,Merit-based,No,No,Other,19,91.69,35,82,83,Yes,44
S05117,24,Female,Public,Athletic,No,Yes,Other,29,83.89,1,66,33,No,44
S05118,17,Female,Specialized,None,No,Yes,Walk,26,96.37,14,91,22,Yes,59
S05119,23,Female,Private,Merit-based,No,No,Bus,24,79.09,83,85,18,No,14
S05120,18,Female,Specialized,None,No,No,Walk,5,59.8,54,69,99,Yes,41
S05121,18,Female,Public,Need-based,Yes,Yes,Other,4,50.94,97,94,0,No,1
S05122,20,Female,Public,None,No,No,Bus,13,65.86,76,68,73,Yes,87
S05123,24,Male,Private,Merit-based,Yes,No,Bike,13,53.14,59,12,64,Yes,28
S05124,22,Male,Private,None,No,No,Car,33,70.35,24,97,4,No,92
S05125,20,Female,Public,Merit-based,Yes,No,Walk,24,59.39,13,49,56,No,84
S05126,18,Male,Public,Merit-based,No,Yes,Car,38,70.25,8,9,21,Yes,24
S05127,18,Male,Public,Athletic,Yes,Yes,Other,17,69.96,48,55,42,No,21
S05128,18,Male,Public,None,Yes,Yes,Bus,19,63.81,34,43,1,No,82
S05129,21,Male,Private,Athletic,Yes,Yes,Bike,7,82.64,85,27,72,No,61
S05130,24,Male,Public,Athletic,No,Yes,Bus,25,71.67,4,84,6,Yes,12
S05131,23,Female,Private,None,Yes,No,Car,20,94.67,77,36,20,Yes,61
S05132,23,Male,Public,Merit-based,No,Yes,Car,26,53.8,16,35,70,Yes,37
S05133,20,Female,Public,Need-based,No,No,Bike,31,70.53,68,55,58,Yes,56
S05134,18,Female,Specialized,None,Yes,Yes,Bike,16,88.8,76,91,8,Yes,32
S05135,23,Female,Specialized,Athletic,No,No,Bus,0,74.73,53,76,39,Yes,32
S05136,19,Male,Public,Athletic,No,Yes,Walk,26,98.3,46,56,72,No,55
S05137,24,Female,Private,Merit-based,No,Yes,Bus,35,58.74,94,35,48,Yes,11
S05138,23,Female,Public,Athletic,No,No,Car,10,65.8,48,0,11,No,86
S05139,22,Female,Specialized,Need-based,Yes,No,Bus,34,55.81,73,42,99,No,92
S05140,24,Female,Public,Athletic,No,No,Other,37,62.34,61,8,72,Yes,28
S05141,22,Male,Specialized,Merit-based,Yes,Yes,Bus,37,83.63,22,83,9,Yes,42
S05142,23,Female,Public,None,No,Yes,Bus,35,74.35,92,80,73,Yes,59
S05143,19,Female,Public,Merit-based,Yes,No,Other,9,58.1,15,66,16,No,64
S05144,22,Female,Private,Athletic,Yes,Yes,Car,39,73.73,80,31,3,Yes,23
S05145,21,Female,Specialized,Merit-based,No,No,Bike,0,92.37,6,98,63,Yes,68
S05146,23,Male,Specialized,Athletic,No,Yes,Bus,21,71.99,42,69,15,No,56
S05147,21,Female,Specialized,Merit-based,No,No,Walk,16,50.66,77,57,48,No,34
S05148,23,Female,Private,None,No,No,Bike,11,52.75,43,51,99,Yes,44
S05149,17,Female,Public,Athletic,No,Yes,Walk,12,71.91,8,69,26,Yes,68
S05150,17,Female,Private,Need-based,Yes,No,Bus,24,79.66,70,88,5,No,12
S05151,17,Female,Public,Need-based,Yes,Yes,Walk,25,94.33,77,27,8,No,31
S05152,22,Female,Private,Need-based,Yes,Yes,Bike,39,99.1,79,64,57,No,54
S05153,21,Male,Private,Need-based,No,Yes,Walk,38,99.02,59,39,31,Yes,26
S05154,21,Female,Specialized,Athletic,No,No,Walk,32,77.89,9,79,37,No,87
S05155,21,Male,Private,Athletic,No,No,Bike,7,51.79,4,19,29,Yes,2
S05156,19,Male,Public,None,Yes,No,Bike,12,60.67,50,87,77,No,0
S05157,21,Female,Private,Merit-based,No,Yes,Bike,25,71.72,6,78,44,Yes,62
S05158,19,Male,Private,Athletic,Yes,Yes,Bike,16,93.98,21,9,28,Yes,92
S05159,17,Female,Public,Need-based,Yes,No,Other,23,51.08,23,75,91,No,44
S05160,17,Male,Specialized,Athletic,No,Yes,Bus,23,75.47,41,61,21,No,85
S05161,22,Female,Public,Need-based,Yes,Yes,Bike,11,82.67,21,36,30,No,68
S05162,23,Male,Public,None,Yes,Yes,Car,30,64.41,34,98,80,Yes,42
S05163,17,Male,Public,Merit-based,Yes,No,Walk,15,65.78,54,59,16,Yes,84
S05164,23,Female,Private,Athletic,No,No,Bike,15,69.42,2,90,53,Yes,11
S05165,23,Male,Private,Merit-based,Yes,No,Bike,29,63.73,70,76,78,Yes,91
S05166,24,Male,Public,Need-based,No,Yes,Bus,27,71.86,18,93,46,Yes,74
S05167,22,Male,Public,Need-based,No,Yes,Bike,2,57.9,41,66,31,No,14
S05168,18,Male,Specialized,Merit-based,Yes,No,Other,32,59.97,45,51,27,No,37
S05169,18,Male,Private,None,No,No,Car,23,51.86,71,34,10,No,61
S05170,20,Female,Private,Merit-based,Yes,No,Car,29,70.57,86,61,38,No,34
S05171,24,Male,Private,Merit-based,No,Yes,Bike,39,85.37,19,11,16,Yes,15
S05172,22,Male,Private,Athletic,No,No,Bus,27,75.31,32,28,75,No,63
S05173,20,Female,Public,Athletic,No,No,Bike,38,76.53,5,29,38,Yes,14
S05174,20,Female,Public,Need-based,No,No,Walk,1,72.5,14,21,72,No,95
S05175,24,Female,Specialized,Athletic,No,Yes,Car,12,79.24,68,80,24,No,63
S05176,18,Male,Private,None,No,No,Walk,36,61.48,77,52,25,Yes,57
S05177,22,Male,Private,None,No,Yes,Other,9,60.38,72,90,67,No,79
S05178,18,Male,Public,None,Yes,No,Car,39,97.1,89,21,61,No,96
S05179,20,Male,Specialized,Need-based,Yes,Yes,Car,12,72.52,95,59,18,Yes,39
S05180,22,Female,Public,None,Yes,No,Other,18,91.36,30,48,12,Yes,56
S05181,20,Female,Private,None,No,No,Walk,5,95.84,5,48,28,No,19
S05182,21,Male,Private,Athletic,Yes,Yes,Bike,17,80.74,0,6,53,No,36
S05183,24,Male,Specialized,Need-based,No,No,Bus,39,64.94,18,45,72,No,31
S05184,23,Male,Public,Merit-based,No,No,Walk,8,83.99,14,10,41,Yes,73
S05185,22,Male,Private,None,No,No,Other,16,71.55,33,15,61,No,15
S05186,22,Female,Private,Athletic,No,No,Other,3,98.65,63,53,70,No,4
S05187,23,Female,Specialized,Merit-based,No,Yes,Other,5,90.56,82,56,70,Yes,19
S05188,20,Male,Private,None,No,Yes,Car,10,90.75,48,35,20,No,55
S05189,21,Female,Private,Merit-based,No,Yes,Bike,25,79.43,74,50,8,Yes,90
S05190,19,Male,Public,Merit-based,No,Yes,Car,10,50.42,81,21,44,Yes,42
S05191,23,Male,Specialized,Need-based,Yes,Yes,Car,7,91.59,87,36,26,No,59
S05192,24,Female,Specialized,Need-based,No,Yes,Car,2,51.27,45,2,47,Yes,49
S05193,18,Male,Specialized,None,Yes,Yes,Other,1,56.12,50,34,84,Yes,58
S05194,20,Female,Public,None,Yes,Yes,Walk,17,91.93,72,37,68,No,83
S05195,23,Male,Specialized,Need-based,No,No,Bus,1,60.94,10,54,4,Yes,12
S05196,23,Female,Private,None,Yes,No,Bus,25,92.06,3,40,71,Yes,18
S05197,22,Male,Specialized,None,No,Yes,Bike,11,61.82,81,37,14,Yes,78
S05198,18,Female,Private,Need-based,Yes,Yes,Bike,36,88.54,86,87,76,Yes,37
S05199,18,Male,Specialized,Merit-based,No,Yes,Other,25,77.11,40,33,96,No,26
S05200,24,Male,Specialized,None,Yes,No,Bus,35,83.55,63,98,43,No,80
S05201,18,Female,Public,Athletic,No,Yes,Walk,15,91.9,0,10,46,No,73
S05202,23,Male,Specialized,Need-based,Yes,Yes,Other,13,99.2,88,78,31,Yes,35
S05203,19,Female,Specialized,None,No,Yes,Bike,1,54.28,8,13,35,No,4
S05204,17,Female,Public,None,No,Yes,Other,20,84.27,38,80,48,No,50
S05205,20,Male,Private,Need-based,Yes,No,Bike,6,97.94,64,20,52,No,47
S05206,17,Male,Specialized,Athletic,Yes,Yes,Bus,10,68.69,16,27,22,No,26
S05207,23,Male,Specialized,Athletic,Yes,No,Other,28,66.69,66,85,33,Yes,58
S05208,17,Male,Private,Need-based,Yes,No,Car,36,84.0,86,59,17,Yes,53
S05209,23,Female,Public,Athletic,No,No,Bike,38,70.1,0,33,11,Yes,27
S05210,17,Male,Specialized,None,Yes,Yes,Car,27,60.72,23,64,86,Yes,67
S05211,18,Male,Public,Athletic,Yes,No,Bike,39,58.07,76,86,1,Yes,70
S05212,21,Male,Private,None,No,Yes,Car,3,59.63,19,95,26,No,7
S05213,18,Female,Private,Merit-based,No,Yes,Bus,3,85.22,63,3,49,No,14
S05214,18,Male,Public,Athletic,No,Yes,Bus,26,95.93,19,55,30,No,28
S05215,24,Female,Private,Merit-based,Yes,Yes,Walk,5,90.3,75,69,47,Yes,72
S05216,22,Male,Private,Need-based,Yes,Yes,Walk,33,72.41,80,79,85,Yes,19
S05217,22,Female,Specialized,Athletic,Yes,Yes,Walk,39,76.43,84,9,68,No,64
S05218,17,Male,Public,None,Yes,Yes,Other,17,81.01,39,34,16,Yes,6
S05219,23,Male,Specialized,Athletic,No,Yes,Bike,29,79.0,87,87,42,No,33
S05220,24,Female,Public,Need-based,Yes,No,Other,32,98.42,29,9,70,No,9
S05221,18,Male,Specialized,Need-based,Yes,Yes,Walk,19,94.33,22,75,17,Yes,47
S05222,24,Male,Private,None,No,No,Bike,35,52.18,22,62,65,Yes,69
S05223,17,Male,Public,Athletic,No,Yes,Other,4,91.79,55,96,30,No,24
S05224,22,Female,Public,Merit-based,No,No,Bus,34,55.7,46,90,62,Yes,75
S05225,21,Male,Public,Need-based,Yes,No,Bike,18,84.51,16,24,27,No,40
S05226,20,Female,Public,Need-based,Yes,Yes,Walk,11,64.28,1,73,66,No,77
S05227,17,Female,Private,None,No,No,Bus,25,88.67,87,88,8,No,10
S05228,24,Female,Private,Athletic,Yes,Yes,Bike,18,50.43,32,31,96,Yes,11
S05229,21,Male,Private,Merit-based,Yes,No,Other,10,69.11,14,55,27,No,82
S05230,20,Female,Specialized,Athletic,No,Yes,Walk,19,51.08,31,25,91,No,41
S05231,19,Female,Private,Athletic,No,No,Other,8,97.68,33,67,17,No,91
S05232,17,Male,Specialized,Merit-based,No,No,Bus,19,50.77,59,72,14,Yes,52
S05233,17,Female,Specialized,None,Yes,Yes,Bus,26,57.76,85,26,74,No,82
S05234,19,Female,Private,Need-based,Yes,No,Bus,4,76.96,30,72,88,Yes,28
S05235,19,Male,Private,None,Yes,Yes,Bike,9,82.31,14,89,4,Yes,44
S05236,17,Male,Private,None,No,Yes,Walk,8,86.45,19,10,40,Yes,98
S05237,19,Female,Specialized,Athletic,Yes,No,Bus,24,62.35,86,52,90,No,22
S05238,18,Male,Public,Merit-based,Yes,No,Other,12,65.05,30,31,75,No,59
S05239,20,Male,Private,Need-based,No,No,Walk,31,62.0,1,58,73,Yes,79
S05240,20,Male,Specialized,Athletic,Yes,Yes,Other,7,62.2,12,29,72,No,59
S05241,20,Female,Specialized,Need-based,Yes,Yes,Other,26,89.09,95,8,65,No,20
S05242,18,Female,Private,Athletic,No,Yes,Bus,21,97.4,15,10,72,No,58
S05243,23,Male,Specialized,Merit-based,No,Yes,Walk,27,79.79,14,86,50,No,39
S05244,19,Female,Private,Need-based,No,No,Car,17,57.87,24,16,15,Yes,0
S05245,21,Male,Specialized,Need-based,No,Yes,Bike,22,53.27,75,95,64,No,24
S05246,19,Male,Public,None,No,Yes,Car,30,61.96,27,10,84,No,15
S05247,17,Male,Specialized,Athletic,Yes,No,Bike,33,58.89,11,56,56,Yes,32
S05248,22,Male,Private,Athletic,No,No,Walk,6,78.93,84,85,36,Yes,88
S05249,24,Male,Public,Athletic,No,No,Bus,4,84.9,75,49,38,Yes,21
S05250,24,Female,Private,None,No,Yes,Walk,20,50.23,53,95,64,No,66
S05251,20,Female,Specialized,None,Yes,No,Car,5,71.98,57,72,48,Yes,66
S05252,19,Female,Public,Need-based,Yes,No,Other,34,81.15,15,80,46,No,74
S05253,21,Female,Public,Athletic,No,Yes,Bike,22,59.64,61,52,39,No,42
S05254,17,Male,Specialized,Athletic,Yes,Yes,Bike,2,95.05,73,88,13,Yes,51
S05255,18,Male,Public,Need-based,Yes,Yes,Car,32,77.45,9,79,39,Yes,62
S05256,23,Female,Public,Need-based,Yes,Yes,Bus,37,67.27,65,96,47,Yes,4
S05257,18,Female,Public,Need-based,No,No,Walk,22,50.93,90,65,31,No,24
S05258,21,Male,Private,Merit-based,Yes,Yes,Car,15,74.22,51,42,87,Yes,37
S05259,17,Male,Private,Merit-based,Yes,No,Walk,24,66.8,29,38,38,Yes,52
S05260,20,Male,Public,Need-based,No,No,Bus,15,98.48,96,41,32,No,15
S05261,19,Female,Specialized,None,No,Yes,Other,24,68.94,15,75,29,Yes,95
S05262,17,Male,Specialized,None,Yes,Yes,Walk,6,96.05,9,33,25,Yes,92
S05263,24,Male,Private,Athletic,No,Yes,Bus,7,84.3,14,24,42,Yes,69
S05264,23,Female,Specialized,Merit-based,No,Yes,Car,2,53.7,25,77,54,Yes,85
S05265,18,Female,Public,Merit-based,No,No,Other,4,96.64,60,8,43,Yes,72
S05266,23,Female,Specialized,Need-based,No,Yes,Other,18,58.42,14,93,77,Yes,9
S05267,23,Male,Private,Need-based,Yes,Yes,Other,6,72.4,5,11,75,No,54
S05268,21,Male,Private,Need-based,No,No,Bike,21,96.15,80,9,2,Yes,13
S05269,21,Female,Public,Need-based,No,No,Bus,25,91.43,0,87,6,No,83
S05270,19,Male,Private,Need-based,Yes,No,Walk,24,74.38,86,33,84,Yes,68
S05271,21,Male,Private,None,No,Yes,Car,5,60.35,97,75,57,Yes,70
S05272,21,Male,Private,None,Yes,No,Other,4,75.46,34,25,90,Yes,53
S05273,17,Female,Specialized,Need-based,No,No,Other,37,77.38,88,95,9,Yes,55
S05274,24,Female,Private,None,Yes,No,Other,37,99.85,0,34,9,Yes,77
S05275,20,Male,Specialized,Need-based,No,Yes,Bus,21,91.2,88,76,99,No,56
S05276,19,Male,Private,Need-based,No,No,Car,30,93.07,37,82,80,Yes,14
S05277,17,Male,Private,Merit-based,Yes,Yes,Bus,21,99.31,79,55,41,Yes,80
S05278,20,Male,Specialized,None,Yes,No,Car,10,76.17,40,76,33,Yes,83
S05279,23,Female,Specialized,None,Yes,No,Walk,31,79.26,11,55,81,Yes,15
S05280,17,Female,Public,Merit-based,Yes,No,Bike,16,72.72,63,85,25,Yes,20
S05281,22,Male,Public,None,Yes,No,Car,21,56.27,9,47,59,Yes,74
S05282,17,Male,Specialized,Merit-based,No,No,Bus,15,76.26,26,22,1,Yes,67
S05283,21,Female,Private,Athletic,Yes,No,Bus,14,79.13,38,64,72,No,24
S05284,20,Male,Public,None,No,Yes,Bus,7,61.86,70,7,44,Yes,65
S05285,19,Female,Specialized,Need-based,Yes,Yes,Bike,2,89.14,69,97,4,No,65
S05286,19,Male,Specialized,Merit-based,Yes,Yes,Car,12,56.22,44,12,25,Yes,90
S05287,20,Female,Private,Need-based,No,No,Car,29,75.1,10,48,78,No,94
S05288,21,Male,Specialized,Need-based,No,Yes,Car,27,83.14,23,9,24,Yes,46
S05289,18,Male,Public,None,No,No,Car,8,52.75,56,2,25,No,71
S05290,17,Female,Private,Merit-based,No,Yes,Other,11,90.2,39,27,91,No,71
S05291,21,Female,Specialized,Athletic,Yes,No,Other,24,65.21,88,26,86,No,4
S05292,22,Male,Specialized,Need-based,No,Yes,Bus,36,85.89,36,84,84,Yes,21
S05293,24,Male,Private,Need-based,Yes,No,Other,20,55.41,2,10,21,Yes,68
S05294,23,Female,Private,Athletic,Yes,No,Car,38,81.01,67,87,18,No,39
S05295,20,Female,Private,Merit-based,Yes,Yes,Car,38,77.86,67,11,9,No,47
S05296,24,Male,Public,None,No,No,Other,18,57.5,0,6,41,No,69
S05297,17,Male,Public,Need-based,No,Yes,Walk,7,81.24,93,41,99,Yes,37
S05298,19,Female,Specialized,None,No,Yes,Bus,37,84.57,78,95,30,Yes,70
S05299,23,Female,Specialized,Merit-based,No,Yes,Bike,2,74.93,44,9,30,Yes,17
S05300,24,Female,Private,Athletic,No,Yes,Bus,21,78.93,30,60,98,No,24
S05301,18,Female,Specialized,None,No,No,Bus,0,94.37,36,63,74,No,66
S05302,24,Female,Specialized,Merit-based,Yes,Yes,Bus,37,84.89,68,27,80,No,88
S05303,22,Male,Private,None,No,No,Other,18,95.3,42,25,96,No,20
S05304,19,Male,Public,None,Yes,No,Bus,20,77.62,84,92,85,No,94
S05305,20,Female,Public,Need-based,Yes,No,Car,12,58.74,98,90,89,No,48
S05306,17,Male,Public,None,No,Yes,Bus,26,62.31,3,51,35,No,41
S05307,20,Male,Specialized,Need-based,No,No,Car,16,58.82,70,73,65,Yes,79
S05308,23,Female,Private,Merit-based,No,No,Other,19,66.76,28,3,31,No,51
S05309,17,Male,Public,Merit-based,No,Yes,Other,29,73.88,99,21,66,Yes,63
S05310,21,Male,Specialized,Need-based,Yes,No,Bus,37,62.8,98,9,62,No,85
S05311,18,Male,Private,Athletic,No,No,Car,10,73.78,95,3,22,No,92
S05312,21,Female,Public,None,No,No,Car,26,68.22,10,6,49,No,75
S05313,21,Female,Public,Merit-based,Yes,No,Car,37,77.77,32,62,64,No,45
S05314,20,Male,Private,Merit-based,Yes,No,Car,27,71.43,52,86,68,Yes,42
S05315,23,Male,Specialized,Athletic,No,Yes,Bike,25,71.7,16,66,43,Yes,62
S05316,18,Male,Specialized,Merit-based,Yes,Yes,Other,38,74.53,11,87,57,No,0
S05317,24,Male,Public,Need-based,No,Yes,Car,32,99.39,0,29,56,No,25
S05318,17,Male,Private,Athletic,No,Yes,Bike,31,77.83,55,75,36,Yes,73
S05319,17,Male,Specialized,Merit-based,Yes,Yes,Bike,24,86.17,22,20,64,No,24
S05320,22,Female,Private,Athletic,Yes,No,Other,23,70.84,6,47,17,Yes,88
S05321,19,Male,Private,Athletic,No,Yes,Walk,39,66.29,77,16,4,Yes,3
S05322,22,Male,Public,Merit-based,No,No,Bus,26,95.83,40,66,81,No,81
S05323,24,Female,Private,Merit-based,No,No,Other,21,87.12,52,78,98,No,59
S05324,22,Male,Private,Merit-based,Yes,Yes,Walk,19,79.12,6,99,95,Yes,42
S05325,17,Male,Private,Athletic,Yes,Yes,Bus,32,66.82,77,95,25,Yes,71
S05326,20,Male,Specialized,Need-based,No,No,Bus,4,62.89,97,8,32,No,6
S05327,21,Male,Public,Need-based,No,No,Bus,28,62.6,65,39,41,No,16
S05328,23,Female,Public,None,Yes,Yes,Bike,4,75.19,83,85,87,Yes,5
S05329,21,Male,Private,Merit-based,No,Yes,Car,38,93.74,80,99,26,Yes,41
S05330,21,Female,Private,Need-based,Yes,No,Bus,16,94.05,73,95,53,Yes,43
S05331,18,Male,Specialized,None,No,No,Car,28,87.25,52,58,82,No,20
S05332,17,Male,Public,None,Yes,Yes,Bus,10,77.12,4,68,81,Yes,1
S05333,24,Female,Specialized,Merit-based,No,Yes,Bike,21,61.75,96,40,78,Yes,12
S05334,24,Male,Public,None,No,Yes,Bus,30,73.94,35,67,90,Yes,31
S05335,23,Female,Specialized,Need-based,No,No,Other,38,84.74,43,47,74,No,76
S05336,20,Female,Private,None,Yes,No,Walk,0,79.75,10,60,23,No,28
S05337,18,Female,Specialized,None,No,No,Bus,14,75.7,63,4,2,No,4
S05338,19,Male,Private,Need-based,No,No,Walk,18,71.41,20,6,38,No,89
S05339,20,Male,Public,None,No,Yes,Walk,9,87.63,3,74,70,Yes,95
S05340,22,Male,Public,None,No,Yes,Bike,8,92.11,88,5,11,No,81
S05341,20,Male,Private,Athletic,No,No,Walk,12,86.15,34,28,32,Yes,16
S05342,20,Female,Public,None,No,No,Bike,25,96.9,34,50,21,No,83
S05343,21,Male,Specialized,None,Yes,Yes,Bus,5,88.99,34,80,34,No,14
S05344,20,Male,Private,Athletic,Yes,No,Car,39,72.53,38,27,13,Yes,59
S05345,24,Female,Public,Athletic,No,Yes,Bike,1,80.84,32,56,25,Yes,78
S05346,22,Female,Specialized,Athletic,No,Yes,Walk,28,75.22,76,62,82,Yes,67
S05347,22,Male,Specialized,Merit-based,Yes,No,Walk,11,77.32,67,37,84,Yes,72
S05348,17,Female,Public,Merit-based,Yes,No,Bus,22,94.78,43,82,53,No,43
S05349,20,Female,Public,Need-based,No,Yes,Bike,2,65.04,50,48,40,Yes,32
S05350,21,Female,Specialized,None,Yes,Yes,Bus,10,50.65,37,11,44,Yes,9
S05351,20,Female,Private,Need-based,No,No,Bike,4,84.78,41,44,30,Yes,46
S05352,19,Female,Public,Merit-based,No,No,Car,9,59.05,44,82,68,No,0
S05353,19,Male,Public,None,Yes,No,Other,5,57.71,29,96,98,Yes,39
S05354,21,Male,Private,None,No,Yes,Bus,15,99.62,90,44,16,No,72
S05355,17,Male,Private,Athletic,No,No,Walk,30,63.34,34,4,59,Yes,21
S05356,17,Male,Public,Merit-based,No,Yes,Bus,22,60.19,27,64,95,No,25
